CreatedDate,CreatedTime,Symbol,Type,Volume,Price,Side,CallPut,Strike,Spot,Premium,ExpirationDate,Color,ImpliedVolatility,Dte,ER,StockEtf,Sector,Uoa,Weekly,MktCap,OI
7/24/2026,11:22:00 AM,LRCX,ML/,57,32.0839,,PUT,315,313.288,182878,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,99
7/24/2026,11:22:03 AM,HOOD,BLOCK,50,5.5,,CALL,95,94.23,27500,7/31/2026,WHITE,0,7,F,STOCK,Financials,F,T,95192000000,493
7/24/2026,11:22:13 AM,ASML,BLOCK,10,282.87,B,CALL,1800,1776,282870,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,758742000000,345
7/24/2026,11:22:15 AM,LLY,SWEEP,62,5.95,,PUT,1000,1202.5,36890,8/21/2026,WHITE,0,28,F,STOCK,Health Care,F,F,1037874000000,1180
7/24/2026,11:22:19 AM,WDC,BLOCK,4,64.55,,PUT,500,527.2,25820,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,252521000000,256
7/24/2026,11:22:21 AM,PLTR,SWEEP,88,1.8423,,PUT,120,123.117,16212,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,3484
7/24/2026,11:22:28 AM,WDC,SWEEP,12,81.4,,PUT,470,527.2,97680,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,252521000000,163
7/24/2026,11:22:31 AM,ASML,BLOCK,10,360.28,A,CALL,1640,1768,360280,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,758742000000,32
7/24/2026,11:22:37 AM,WDC,SWEEP,6,107.55,,PUT,520,527.2,64530,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,252521000000,232
7/24/2026,11:22:42 AM,WDC,SWEEP,6,125.05,,PUT,550,527.2,75030,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,252521000000,88
7/24/2026,11:22:46 AM,WDC,BLOCK,3,113.15,,PUT,530,527.2,33945,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,252521000000,76
7/24/2026,11:22:47 AM,WDC,BLOCK,3,113.2,,PUT,530,527.2,33960,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,252521000000,76
7/24/2026,11:22:59 AM,LRCX,ML/,14,47.8543,,PUT,280,313.288,66996,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,1168
7/24/2026,11:22:59 AM,LRCX,ML/,15,32.2313,,PUT,315,313.288,48347,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,99
7/24/2026,11:23:04 AM,WDC,ML/,10,30.557,,CALL,535,527.2,30557,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,252521000000,50
7/24/2026,11:23:11 AM,LRCX,ML/,2,190.23,,CALL,135,308.22,38046,3/19/2027,WHITE,0,238,F,STOCK,Information Technology,F,F,512158000000,0
7/24/2026,11:23:11 AM,LRCX,ML/,2,191.37,,CALL,160,308.22,38274,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,197
7/24/2026,11:23:26 AM,WDC,SWEEP,2,157.325,,PUT,570,527.2,31465,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,252521000000,34
7/24/2026,11:23:30 AM,PLTR,ML/,15,17.81,,CALL,110,123.117,26715,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,286478000000,1090
7/24/2026,11:23:36 AM,LRCX,ML/,19,47.5832,B,PUT,280,308.22,90408,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,1168
7/24/2026,11:23:36 AM,LRCX,ML/,19,31.9626,,PUT,315,308.22,60729,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,99
7/24/2026,11:23:38 AM,WDC,SWEEP,2,183.45,,PUT,610,527.2,36690,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,252521000000,49
7/24/2026,11:24:00 AM,LRCX,BLOCK,5,100.35,,CALL,310,308.22,50175,6/17/2027,WHITE,0,328,F,STOCK,Information Technology,F,T,512158000000,276
7/24/2026,11:24:28 AM,WDC,BLOCK,1,319.2,,PUT,650,527.2,31920,6/16/2028,WHITE,0,693,F,STOCK,Information Technology,F,F,252521000000,0
7/24/2026,11:24:37 AM,WDC,BLOCK,1,317.5,,PUT,650,530.335,31750,6/16/2028,WHITE,0,693,F,STOCK,Information Technology,F,F,252521000000,0
7/24/2026,11:24:38 AM,LRCX,ML/,9,47.9311,A,PUT,280,308.22,43138,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,1168
7/24/2026,11:24:41 AM,LRCX,ML/,6,47.92,A,PUT,280,308.22,28752,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,1168
7/24/2026,11:25:14 AM,LRCX,ML/,6,47.7217,B,PUT,280,312.54,28633,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,1168
7/24/2026,11:25:23 AM,LRCX,SWEEP,6,47.6,B,PUT,280,312.54,28560,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,1168
7/24/2026,11:25:34 AM,LRCX,SWEEP,16,47.55,A,PUT,280,312.54,76080,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,1168
7/24/2026,11:25:40 AM,LLY,ML/,20,12.84,,PUT,1180,1202.5,25680,7/31/2026,WHITE,0,7,F,STOCK,Health Care,F,T,1037874000000,179
7/24/2026,11:25:52 AM,WDC,SWEEP,22,118.2295,,CALL,570,530.335,260105,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,252521000000,129
7/24/2026,11:25:55 AM,WDC,SWEEP,21,69.5,,PUT,480,530.335,145950,10/16/2026,WHITE,0,84,F,STOCK,Information Technology,F,F,252521000000,63
7/24/2026,11:25:58 AM,CRWV,SWEEP,55,3.4,,PUT,65,75.225,18700,8/14/2026,WHITE,0,21,F,STOCK,Information Technology,F,T,49810000000,811
7/24/2026,11:26:00 AM,WDC,SWEEP,20,60.075,,PUT,460,530.335,120150,10/16/2026,WHITE,0,84,F,STOCK,Information Technology,F,F,252521000000,648
7/24/2026,11:26:16 AM,WDC,SWEEP,2,142.175,,CALL,510,531.44,28435,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,252521000000,0
7/24/2026,11:26:25 AM,LRCX,SWEEP,25,47.35,B,PUT,280,312.54,118375,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,1168
7/24/2026,11:26:54 AM,CRWV,BLOCK,100,2.0713,,CALL,81,75.235,20713,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,435
7/24/2026,11:27:17 AM,LLY,BLOCK,3,189.2,,CALL,1020,1198.2,56760,8/21/2026,WHITE,0,28,F,STOCK,Health Care,F,F,1037874000000,138
7/24/2026,11:27:40 AM,HOOD,SWEEP,91,6.4,,CALL,100,94.23,58240,8/21/2026,WHITE,0,28,F,STOCK,Financials,F,F,95192000000,13051
7/24/2026,11:27:54 AM,LRCX,BLOCK,20,27.7505,,PUT,155,313.135,55501,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,87
7/24/2026,11:27:59 AM,LLY,BLOCK,3,114.97,,CALL,1260,1198.9,34491,1/15/2027,WHITE,0,175,F,STOCK,Health Care,F,F,1037874000000,263
7/24/2026,11:28:21 AM,PLTR,BLOCK,35,36.25,,CALL,90,124.1,126875,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,286478000000,320
7/24/2026,11:28:55 AM,LRCX,ML/,37,13.3516,,CALL,590,313,49401,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,222
7/24/2026,11:28:55 AM,LRCX,ML/,37,22.4143,,CALL,500,313,82933,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,293
7/24/2026,11:28:56 AM,LRCX,ML/,14,21.3429,,CALL,510,313,29880,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,71
7/24/2026,11:29:07 AM,LLY,BLOCK,5,59.5,,PUT,1140,1198.9,29750,10/16/2026,WHITE,0,84,F,STOCK,Health Care,F,F,1037874000000,296
7/24/2026,11:29:08 AM,LLY,BLOCK,10,54.4,,PUT,1160,1198.9,54400,9/18/2026,WHITE,0,56,F,STOCK,Health Care,F,F,1037874000000,156
7/24/2026,11:29:08 AM,LLY,BLOCK,5,97.15,,PUT,1220,1198.9,48575,10/16/2026,WHITE,0,84,F,STOCK,Health Care,F,F,1037874000000,143
7/24/2026,11:29:08 AM,PLTR,BLOCK,25,15.1,,CALL,140,124.355,37750,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,5323
7/24/2026,11:29:32 AM,PLTR,BLOCK,60,26.94,B,PUT,145,124.355,161640,10/16/2026,WHITE,0,84,F,STOCK,Information Technology,F,F,286478000000,3047
7/24/2026,11:29:46 AM,CRWV,BLOCK,265,2.07,,PUT,65,74.98,54855,8/7/2026,WHITE,0,14,F,STOCK,Information Technology,F,T,49810000000,1334
7/24/2026,11:29:56 AM,LLY,ML/,1,252.24,,CALL,1200,1199.04,25224,12/17/2027,WHITE,0,511,F,STOCK,Health Care,F,F,1037874000000,67
7/24/2026,11:29:57 AM,LRCX,SWEEP,10,108.3,,PUT,360,313,108300,3/19/2027,WHITE,0,238,F,STOCK,Information Technology,F,F,512158000000,39
7/24/2026,11:30:12 AM,CRWV,BLOCK,335,2.07,,PUT,65,74.98,69345,8/7/2026,WHITE,0,14,F,STOCK,Information Technology,F,T,49810000000,1334
7/24/2026,11:30:28 AM,HOOD,BLOCK,20,18.73,,CALL,165,95.31,37460,1/21/2028,WHITE,0,546,F,STOCK,Financials,F,F,95192000000,336
7/24/2026,11:30:33 AM,HOOD,ML/,70,3.6,,CALL,120,95.31,25200,9/18/2026,WHITE,0,56,F,STOCK,Financials,F,F,95192000000,5040
7/24/2026,11:30:33 AM,HOOD,ML/,70,11.3,,CALL,95,95.31,79100,9/18/2026,WHITE,0,56,F,STOCK,Financials,F,F,95192000000,4018
7/24/2026,11:31:01 AM,LLY,ML/,3,251.92,,CALL,1200,1198.14,75576,12/17/2027,WHITE,0,511,F,STOCK,Health Care,F,F,1037874000000,67
7/24/2026,11:31:03 AM,ASML,ML/,2,276.25,,CALL,2700,1768,55250,12/17/2027,WHITE,0,511,F,STOCK,Information Technology,F,F,758742000000,5
7/24/2026,11:31:03 AM,ASML,ML/,2,271.9,,PUT,1480,1768,54380,12/17/2027,WHITE,0,511,F,STOCK,Information Technology,F,F,758742000000,24
7/24/2026,11:31:06 AM,LRCX,ML/,15,17.28,,CALL,350,312.475,25920,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,1935
7/24/2026,11:31:14 AM,ASML,ML/,7,37,,CALL,2120,1781.57,25900,9/4/2026,WHITE,0,42,F,STOCK,Information Technology,F,T,758742000000,0
7/24/2026,11:31:14 AM,PLTR,BLOCK,70,11.6917,,PUT,125,124.065,81842,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,286478000000,10326
7/24/2026,11:31:15 AM,CRWV,SWEEP,80,2.76,,PUT,72,75.04,22080,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,917
7/24/2026,11:31:26 AM,CRWV,BLOCK,10,27.9,,PUT,103,75.04,27900,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,227
7/24/2026,11:32:29 AM,PLTR,ML/,32,10.23,,CALL,135,124.25,32736,10/16/2026,WHITE,0,84,F,STOCK,Information Technology,F,F,286478000000,4426
7/24/2026,11:33:07 AM,CRWV,BLOCK,25,11.6,,PUT,65,75.23,29000,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,49810000000,689
7/24/2026,11:33:41 AM,LRCX,BLOCK,10,69.65,,CALL,410,312.475,69650,6/17/2027,WHITE,0,328,F,STOCK,Information Technology,F,T,512158000000,67
7/24/2026,11:34:08 AM,PLTR,BLOCK,14,23.8857,,CALL,115,124.02,33440,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,286478000000,1609
7/24/2026,11:34:28 AM,HOOD,BLOCK,10,37.8,,CALL,85,95.355,37800,1/21/2028,WHITE,0,546,F,STOCK,Financials,F,F,95192000000,1240
7/24/2026,11:34:36 AM,LRCX,SWEEP,11,29.8545,,PUT,230,312.705,32840,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,512158000000,2071
7/24/2026,11:34:43 AM,CRWV,BLOCK,10,27.5,,PUT,100,75.2,27500,8/28/2026,WHITE,0,35,F,STOCK,Information Technology,F,T,49810000000,0
7/24/2026,11:34:54 AM,HOOD,BLOCK,80,3.67,,CALL,120,95.29,29360,9/18/2026,WHITE,0,56,F,STOCK,Financials,F,F,95192000000,5040
7/24/2026,11:34:57 AM,HOOD,BLOCK,11,25.25,,CALL,100,95.29,27775,6/17/2027,WHITE,0,328,F,STOCK,Financials,F,T,95192000000,5181
7/24/2026,11:35:08 AM,LLY,BLOCK,10,77.1,,CALL,1200,1198.14,77100,9/18/2026,WHITE,0,56,F,STOCK,Health Care,F,F,1037874000000,1132
7/24/2026,11:35:12 AM,LRCX,SWEEP,26,10.4462,,CALL,335,312.705,27160,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,70
7/24/2026,11:35:21 AM,LLY,ML/,5,53.558,,PUT,1180,1197.835,26779,8/28/2026,WHITE,0,35,F,STOCK,Health Care,F,T,1037874000000,35
7/24/2026,11:35:38 AM,LLY,BLOCK,5,115.3,,CALL,1420,1197.835,57650,6/17/2027,WHITE,0,328,F,STOCK,Health Care,F,T,1037874000000,97
7/24/2026,11:35:38 AM,LLY,BLOCK,5,127.45,,CALL,1380,1197.835,63725,6/17/2027,WHITE,0,328,F,STOCK,Health Care,F,T,1037874000000,0
7/24/2026,11:35:38 AM,LLY,SWEEP,3,121.4,,CALL,1400,1197.835,36420,6/17/2027,WHITE,0,328,F,STOCK,Health Care,F,T,1037874000000,0
7/24/2026,11:35:39 AM,LLY,BLOCK,5,115.1,,CALL,1420,1197.835,57550,6/17/2027,WHITE,0,328,F,STOCK,Health Care,F,T,1037874000000,98
7/24/2026,11:35:39 AM,LLY,BLOCK,5,127.1,,CALL,1380,1197.835,63550,6/17/2027,WHITE,0,328,F,STOCK,Health Care,F,T,1037874000000,0
7/24/2026,11:35:39 AM,LRCX,BLOCK,10,31.3,,CALL,470,312.68,31300,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,512158000000,486
7/24/2026,11:35:44 AM,LRCX,BLOCK,10,31.3,,CALL,470,312.68,31300,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,512158000000,486
7/24/2026,11:36:18 AM,ASML,BLOCK,1,261,,CALL,2900,1780.875,26100,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,758742000000,76
7/24/2026,11:36:29 AM,ASML,BLOCK,1,262,,CALL,2900,1778.28,26200,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,758742000000,76
7/24/2026,11:36:30 AM,LRCX,BLOCK,44,7.05,,PUT,210,312.68,31020,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,606
7/24/2026,11:36:54 AM,WDC,BLOCK,2,128,,CALL,540,529.57,25600,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,252521000000,65
7/24/2026,11:37:14 AM,ASML,BLOCK,1,261.4,,CALL,2900,1778.28,26140,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,758742000000,76
7/24/2026,11:37:14 AM,LLY,SWEEP,111,20.8527,,PUT,1100,1197.835,231465,8/21/2026,WHITE,0,28,F,STOCK,Health Care,F,F,1037874000000,821
7/24/2026,11:37:34 AM,ASML,BLOCK,1,261.3,,CALL,2900,1778.28,26130,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,758742000000,76
7/24/2026,11:38:00 AM,LRCX,BLOCK,10,65.1,,CALL,310,313.02,65100,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,512158000000,0
7/24/2026,11:38:00 AM,WDC,BLOCK,10,109.016,,CALL,480,529.57,109016,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,252521000000,486
7/24/2026,11:38:01 AM,LRCX,BLOCK,50,6.8,,CALL,350,313.02,34000,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,1024
7/24/2026,11:38:02 AM,CRWV,BLOCK,179,2.38,,CALL,80,75.11,42602,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,8950
7/24/2026,11:38:25 AM,WDC,BLOCK,5,64.45,,PUT,500,531.685,32225,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,252521000000,256
7/24/2026,11:38:30 AM,CRWV,BLOCK,88,2.35,,CALL,200,75.26,20680,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,49810000000,7858
7/24/2026,11:38:40 AM,WDC,BLOCK,2,128.1,,CALL,530,531.685,25620,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,252521000000,0
7/24/2026,11:38:44 AM,ASML,BLOCK,1,894.39,,PUT,2400,1778.64,89439,6/16/2028,WHITE,0,693,F,STOCK,Information Technology,F,F,758742000000,0
7/24/2026,11:39:08 AM,LRCX,BLOCK,50,6.9,,CALL,350,313.89,34500,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,1024
7/24/2026,11:39:26 AM,CRWV,BLOCK,85,7.05,,PUT,35,75.26,59925,12/17/2027,WHITE,0,511,F,STOCK,Information Technology,F,F,49810000000,0
7/24/2026,11:39:46 AM,LRCX,BLOCK,6,93.1,,PUT,360,314.7,55860,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,512158000000,156
7/24/2026,11:40:18 AM,LRCX,BLOCK,50,7,,CALL,350,314.7,35000,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,1024
7/24/2026,11:40:19 AM,ASML,BLOCK,1,928,,PUT,2440,1780.84,92800,6/16/2028,WHITE,0,693,F,STOCK,Information Technology,F,F,758742000000,0
7/24/2026,11:40:19 AM,WDC,BLOCK,12,130.75,,CALL,510,531.685,156900,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,252521000000,105
7/24/2026,11:40:21 AM,ASML,ML/,120,5.0367,,PUT,920,1780.84,60440,9/4/2026,WHITE,0,42,F,STOCK,Information Technology,F,T,758742000000,0
7/24/2026,11:40:33 AM,LRCX,BLOCK,50,7.016,,CALL,350,315.305,35080,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,1024
7/24/2026,11:40:35 AM,CRWV,BLOCK,50,2.45,,CALL,80,75.38,12250,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,8950
7/24/2026,11:40:36 AM,CRWV,BLOCK,10,27.1,,PUT,102,75.38,27100,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,0
7/24/2026,11:40:39 AM,LRCX,BLOCK,8,31.9,,CALL,340,315.305,25520,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,2861
7/24/2026,11:41:00 AM,ASML,BLOCK,4,132.5,,CALL,1840,1785.191,53000,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,758742000000,99
7/24/2026,11:41:22 AM,LRCX,BLOCK,9,43.75,,PUT,320,315.305,39375,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,861
7/24/2026,11:41:23 AM,CRWV,BLOCK,250,4.25,,CALL,80,75.555,106250,8/7/2026,WHITE,0,14,F,STOCK,Information Technology,F,T,49810000000,1333
7/24/2026,11:41:57 AM,LRCX,SWEEP,21,16.0905,,PUT,307.5,315.305,33790,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,0
7/24/2026,11:42:00 AM,PLTR,BLOCK,100,1.21,,CALL,130,123.885,12100,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,22997
7/24/2026,11:42:06 AM,LRCX,SWEEP,12,38.45,,PUT,310,315.305,46140,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,841
7/24/2026,11:42:20 AM,PLTR,BLOCK,150,1.2,,CALL,130,123.85,18000,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,22997
7/24/2026,11:42:21 AM,PLTR,BLOCK,10,27.1,,CALL,130,123.85,27100,6/17/2027,WHITE,0,328,F,STOCK,Information Technology,F,T,286478000000,3647
7/24/2026,11:43:01 AM,CRWV,BLOCK,30,13.2,,CALL,77.5,75.41,39600,10/16/2026,WHITE,0,84,F,STOCK,Information Technology,F,F,49810000000,166
7/24/2026,11:43:05 AM,LRCX,BLOCK,20,27.55,,PUT,155,314.414,55100,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,87
7/24/2026,11:43:11 AM,LRCX,BLOCK,10,129.95,B,CALL,210,314.414,129950,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,512158000000,405
7/24/2026,11:43:20 AM,WDC,BLOCK,15,80.05,,CALL,700,533.24,120075,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,252521000000,124
7/24/2026,11:43:29 AM,CRWV,BLOCK,10,27.25,,PUT,100,75.41,27250,8/28/2026,WHITE,0,35,F,STOCK,Information Technology,F,T,49810000000,58
7/24/2026,11:43:29 AM,PLTR,BLOCK,10,58.55,,CALL,100,123.85,58550,12/15/2028,WHITE,0,875,F,STOCK,Information Technology,F,F,286478000000,2729
7/24/2026,11:43:44 AM,PLTR,BLOCK,60,2.82,,CALL,125,123.675,16920,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,995
7/24/2026,11:43:50 AM,LLY,ML/,6,103.9233,,CALL,1360,1200.88,62354,3/19/2027,WHITE,0,238,F,STOCK,Health Care,F,F,1037874000000,54
7/24/2026,11:43:50 AM,LLY,ML/,6,151.2533,,PUT,1220,1200.88,90752,3/19/2027,WHITE,0,238,F,STOCK,Health Care,F,F,1037874000000,22
7/24/2026,11:43:51 AM,LLY,ML/,5,104.03,,CALL,1360,1200.88,52015,3/19/2027,WHITE,0,238,F,STOCK,Health Care,F,F,1037874000000,54
7/24/2026,11:43:51 AM,LLY,ML/,5,151.49,,PUT,1220,1200.88,75745,3/19/2027,WHITE,0,238,F,STOCK,Health Care,F,F,1037874000000,22
7/24/2026,11:43:53 AM,LLY,ML/,15,104.2333,,CALL,1360,1200.88,156350,3/19/2027,WHITE,0,238,F,STOCK,Health Care,F,F,1037874000000,54
7/24/2026,11:43:54 AM,PLTR,ML/,17,19.45,,PUT,120,123.675,33065,3/19/2027,WHITE,0,238,F,STOCK,Information Technology,F,F,286478000000,6713
7/24/2026,11:43:56 AM,CRWV,BLOCK,83,4.55,,PUT,60,75.21,37765,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,49810000000,8622
7/24/2026,11:44:05 AM,ASML,BLOCK,2,410,,CALL,2500,1785.191,82000,6/16/2028,WHITE,0,693,F,STOCK,Information Technology,F,F,758742000000,4
7/24/2026,11:44:20 AM,LLY,BLOCK,7,43.85,,CALL,1225,1200.88,30695,8/14/2026,WHITE,0,21,F,STOCK,Health Care,F,T,1037874000000,18
7/24/2026,11:44:44 AM,PLTR,BLOCK,75,2.85,,CALL,125,123.675,21375,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,995
7/24/2026,11:44:47 AM,PLTR,ML/,31,9.3597,,PUT,120,123.68,29015,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,286478000000,20073
7/24/2026,11:44:49 AM,WDC,ML/,1,295.05,,CALL,560,531.62,29505,12/15/2028,WHITE,0,875,F,STOCK,Information Technology,F,F,252521000000,21
7/24/2026,11:44:51 AM,WDC,ML/,1,295,,CALL,560,531.62,29500,12/15/2028,WHITE,0,875,F,STOCK,Information Technology,F,F,252521000000,21
7/24/2026,11:45:25 AM,PLTR,BLOCK,130,0.95,,CALL,150,123.68,12350,8/7/2026,WHITE,0,14,F,STOCK,Information Technology,F,T,286478000000,5188
7/24/2026,11:45:29 AM,LLY,ML/,10,104.14,,CALL,1360,1201.63,104140,3/19/2027,WHITE,0,238,F,STOCK,Health Care,F,F,1037874000000,54
7/24/2026,11:45:35 AM,WDC,ML/,1,269.15,,CALL,550,531.62,26915,6/16/2028,WHITE,0,693,F,STOCK,Information Technology,F,F,252521000000,0
7/24/2026,11:45:40 AM,WDC,ML/,1,267.82,B,CALL,550,531.62,26782,6/16/2028,WHITE,0,693,F,STOCK,Information Technology,F,F,252521000000,0
7/24/2026,11:46:05 AM,ASML,BLOCK,1,333,,CALL,1700,1780.85,33300,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,758742000000,200
7/24/2026,11:46:14 AM,WDC,BLOCK,15,80.05,A,CALL,700,531.62,120075,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,252521000000,124
7/24/2026,11:46:26 AM,LRCX,SWEEP,61,4.95,,PUT,195,313.5,30195,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,472
7/24/2026,11:46:27 AM,LLY,BLOCK,2,412.85,,CALL,800,1201.63,82570,10/16/2026,WHITE,0,84,F,STOCK,Health Care,F,F,1037874000000,23
7/24/2026,11:47:05 AM,LLY,ML/,5,104.51,,CALL,1360,1202.99,52255,3/19/2027,WHITE,0,238,F,STOCK,Health Care,F,F,1037874000000,54
7/24/2026,11:47:13 AM,LRCX,BLOCK,20,31.55,,CALL,340,314,63100,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,2861
7/24/2026,11:47:17 AM,LLY,BLOCK,20,13.76,,CALL,1220,1202.99,27520,7/31/2026,WHITE,0,7,F,STOCK,Health Care,F,T,1037874000000,97
7/24/2026,11:47:27 AM,HOOD,BLOCK,58,6.15,,CALL,100,94.86,35670,8/21/2026,WHITE,0,28,F,STOCK,Financials,F,F,95192000000,13051
7/24/2026,11:47:55 AM,ASML,BLOCK,1,336.53,,PUT,1420,1782.69,33653,12/15/2028,WHITE,0,875,F,STOCK,Information Technology,F,F,758742000000,0
7/24/2026,11:49:01 AM,LLY,ML/,15,62.13,,PUT,1180,1201.36,93195,9/18/2026,WHITE,0,56,F,STOCK,Health Care,F,F,1037874000000,90
7/24/2026,11:49:01 AM,LLY,ML/,15,84.75,,PUT,1200,1201.36,127125,10/16/2026,WHITE,0,84,F,STOCK,Health Care,F,F,1037874000000,38
7/24/2026,11:49:24 AM,LRCX,BLOCK,12,49.5,,PUT,330,314.51,59400,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,687
7/24/2026,11:49:46 AM,PLTR,BLOCK,17,15.7,,CALL,170,123.61,26690,6/17/2027,WHITE,0,328,F,STOCK,Information Technology,F,T,286478000000,2824
7/24/2026,11:49:48 AM,LLY,SWEEP,50,12,,PUT,1180,1201.36,60000,7/31/2026,WHITE,0,7,F,STOCK,Health Care,F,T,1037874000000,179
7/24/2026,11:49:57 AM,HOOD,BLOCK,20,15,,PUT,90,94.88,30000,1/15/2027,WHITE,0,175,F,STOCK,Financials,F,F,95192000000,2694
7/24/2026,11:50:07 AM,LLY,BLOCK,1,304.17,,CALL,900,1201.36,30417,8/21/2026,WHITE,0,28,F,STOCK,Health Care,F,F,1037874000000,128
7/24/2026,11:50:19 AM,ASML,BLOCK,5,50.1,,CALL,1800,1785.02,25050,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,758742000000,40
